Geneid	Chr	Start	End	Strand	Length	Starch_S232	Starch_S235	Fat_S238	Starch_S233	Fat_S237	Starch_S231	Fat_S239	Fat_S236	Fat_S240
hyfR	U00096.3	2611900	2613912	+	2013	3	3	8	4	1	2	3	2	0
focB	U00096.3	2613934	2614782	+	849	20	22	13	21	13	17	10	12	12
yfgO	U00096.3	2614820	2615881	-	1062	5	7	8	7	3	6	5	1	0
bepA	U00096.3	2616094	2617557	+	1464	163	151	191	175	139	169	166	181	180
yfgD	U00096.3	2617578	2617937	+	360	141	128	163	146	131	138	149	153	150
hda	U00096.3	2618075	2618776	-	702	26	25	26	36	20	26	21	29	28
uraA	U00096.3	2618871	2620160	-	1290	13	18	18	14	16	13	13	10	7
upp	U00096.3	2620246	2620872	-	627	39	55	55	43	37	50	59	53	58
purM	U00096.3	2621197	2622234	+	1038	11	13	13	9	6	9	12	8	14
purN	U00096.3	2622234	2622872	+	639	7	7	9	6	7	5	6	9	8
ppk	U00096.3	2623044	2625110	+	2067	50	57	62	52	57	45	56	54	68
ppx	U00096.3	2625115	2626656	+	1542	56	68	61	58	54	63	56	46	58
pdeF	U00096.3	2626695	2628938	-	2244	13	4	4	10	7	5	2	5	7
yfgG	U00096.3	2629290	2629481	+	192	4	3	2	1	2	0	2	2	1
yfgH	U00096.3	2629792	2630310	+	519	2	1	1	0	0	2	0	3	1
yfgI	U00096.3	2630326	2630865	+	540	20	31	18	30	10	27	12	7	12
guaA	U00096.3	2630958	2632535	-	1578	50	62	52	49	32	47	42	58	47
guaB	U00096.3	2632604	2634070	-	1467	19	19	26	15	15	17	24	15	17
xseA	U00096.3	2634232	2635602	+	1371	14	16	11	14	7	8	6	10	12
yfgJ	U00096.3	2635599	2635814	-	216	24	22	26	21	13	27	17	22	24
der	U00096.3	2635884	2637356	-	1473	87	76	102	109	70	78	62	87	86
bamB	U00096.3	2637474	2638652	-	1179	51	39	46	37	43	42	39	38	42
yfgM	U00096.3	2638663	2639283	-	621	22	26	36	34	27	23	40	38	47
hisS	U00096.3	2639301	2640575	-	1275	66	71	63	59	52	45	60	61	65
ispG	U00096.3	2640686	2641804	-	1119	92	86	97	102	73	68	81	78	99
rodZ	U00096.3	2641831	2642844	-	1014	65	54	56	58	53	58	56	70	79
rlmN	U00096.3	2643129	2644283	-	1155	11	11	15	27	7	16	10	17	9
ndk	U00096.3	2644433	2644864	-	432	2	1	2	1	1	1	2	0	2
pbpC	U00096.3	2645013	2647325	-	2313	1	4	2	0	3	5	3	4	2
yfhM	U00096.3	2647326	2652287	-	4962	23	17	28	33	22	28	24	38	21
sseA	U00096.3	2652494	2653339	+	846	28	25	28	35	22	25	17	31	37
ryfA	U00096.3	2653855	2654158	+	304	2	1	2	0	1	0	0	1	0
sseB	U00096.3	2654157	2654933	-	777	28	25	29	20	16	35	20	25	29
pepB	U00096.3	2655075	2656358	-	1284	7	5	9	7	5	10	5	7	4
iscX	U00096.3	2656536	2656736	-	201	35	30	26	38	20	27	24	31	32
fdx	U00096.3	2656748	2657083	-	336	7	5	10	15	12	6	12	7	16
hscA	U00096.3	2657085	2658935	-	1851	35	20	35	42	31	28	27	26	43
hscB	U00096.3	2658952	2659467	-	516	7	13	9	11	9	8	3	8	11
iscA	U00096.3	2659563	2659886	-	324	15	17	12	17	8	15	15	13	20
iscU	U00096.3	2659903	2660289	-	387	99	92	112	98	73	81	97	89	113
iscS	U00096.3	2660317	2661531	-	1215	39	26	47	28	22	31	22	32	37
iscR	U00096.3	2661643	2662131	-	489	21	11	17	12	12	16	13	20	20
trmJ	U00096.3	2662583	2663323	-	741	83	82	96	90	50	86	59	79	84
suhB	U00096.3	2663442	2664245	+	804	5	3	5	4	4	2	1	4	3
yfhR	U00096.3	2664390	2665244	+	855	1	2	0	0	0	0	0	0	0
csiE	U00096.3	2665435	2666715	+	1281	7	8	8	4	7	10	9	9	4
hcaT	U00096.3	2666707	2667846	-	1140	3	3	4	2	1	1	2	1	2
hcaR	U00096.3	2668006	2668896	-	891	3	1	1	3	1	0	0	1	2
iroK	U00096.3	2668006	2668071	-	66	1	0	0	2	0	0	0	0	1
hcaE	U00096.3	2669032	2670393	+	1362	6	7	3	4	5	6	2	3	3
hcaF	U00096.3	2670390	2670908	+	519	0	3	2	2	1	1	0	0	3
hcaC	U00096.3	2670908	2671228	+	321	1	1	1	1	1	0	1	2	0
hcaB	U00096.3	2671225	2672037	+	813	2	2	1	1	0	0	1	0	1
hcaD	U00096.3	2672047	2673249	+	1203	56	44	54	42	47	46	35	45	55
yphA	U00096.3	2673346	2673768	+	423	2	3	3	1	0	2	1	0	0
yphB	U00096.3	2673816	2674688	-	873	3	0	1	2	2	0	2	0	0
yphC	U00096.3	2674700	2675761	-	1062	3	1	1	0	2	1	2	2	1
yphD	U00096.3	2675827	2676825	-	999	3	2	0	0	1	1	0	1	0
yphE	U00096.3	2676850	2678361	-	1512	2	3	4	3	2	5	2	1	1
yphF	U00096.3	2678384	2679367	-	984	3	2	1	1	0	2	3	2	2
yphG	U00096.3	2679464	2682745	-	3282	9	15	4	10	10	9	6	2	7
yphH	U00096.3	2682863	2684056	+	1194	20	21	8	21	8	14	8	16	8
glyA	U00096.3	2684254	2685507	-	1254	42	32	35	32	21	30	32	24	38
hmp	U00096.3	2685835	2687025	+	1191	8	4	11	1	8	12	5	7	3
glnB	U00096.3	2687070	2687408	-	339	130	124	124	139	114	127	123	119	136
glrR	U00096.3	2687469	2688803	-	1335	9	8	12	3	7	5	9	13	5
qseG	U00096.3	2688793	2689506	-	714	24	18	11	9	9	17	4	8	13
glrK	U00096.3	2689671	2691098	-	1428	25	24	23	23	13	14	16	19	22
glmY	U00096.3	2691157	2691340	-	184	10	5	3	3	6	3	8	8	8
purL	U00096.3	2691656	2695543	-	3888	54	57	66	41	39	58	47	45	51
mltF	U00096.3	2695801	2697357	+	1557	2	2	4	2	3	2	2	3	4
tadA	U00096.3	2697354	2697857	-	504	3	1	7	4	3	3	3	1	1
pgpC	U00096.3	2697915	2698550	-	636	1	4	0	3	0	3	1	0	2
yfhH	U00096.3	2698759	2699607	+	849	8	1	2	4	4	9	5	7	4
yfhL	U00096.3	2699663	2699923	+	261	2	3	3	4	10	6	5	6	7
shoB	U00096.3	2700117	2700197	-	81	5	9	7	5	6	4	2	2	10
ohsC	U00096.3	2700520	2700596	+	77	1	9	4	2	2	3	2	2	3
acpS	U00096.3	2700618	2700998	-	381	15	19	13	14	17	12	15	14	15
pdxJ	U00096.3	2700998	2701729	-	732	2	3	7	5	4	4	5	3	2
recO	U00096.3	2701741	2702469	-	729	6	14	8	8	4	5	6	5	7
era	U00096.3	2702481	2703386	-	906	21	27	34	33	11	30	29	23	24
rnc	U00096.3	2703383	2704063	-	681	40	55	50	45	32	33	25	37	33
lepB	U00096.3	2704335	2705309	-	975	12	10	16	7	10	7	10	14	15
lepA	U00096.3	2705325	2707124	-	1800	57	47	62	48	52	65	53	67	61
rseC	U00096.3	2707322	2707801	-	480	1	6	1	9	0	4	3	1	2
rseB	U00096.3	2707798	2708754	-	957	166	177	179	168	117	179	138	120	120
rseA	U00096.3	2708754	2709404	-	651	347	394	344	379	251	359	272	278	226
rpoE	U00096.3	2709437	2710012	-	576	31	38	42	33	27	35	44	30	27
rseD	U00096.3	2710009	2710164	-	156	13	13	13	14	9	16	19	11	9
nadB	U00096.3	2710420	2712042	+	1623	4	6	7	6	1	4	1	2	4
yfiC	U00096.3	2712027	2712764	-	738	4	2	4	2	1	4	2	4	3
srmB	U00096.3	2712896	2714230	+	1335	70	62	78	77	59	74	73	66	77
yfiE	U00096.3	2714439	2715320	-	882	10	9	8	10	4	10	1	3	3
eamB	U00096.3	2715423	2716010	+	588	2	3	3	1	0	4	2	5	0
grcA	U00096.3	2716066	2716449	-	384	263	468	288	377	180	352	267	186	132
ung	U00096.3	2716754	2717443	+	690	7	5	7	2	1	3	5	7	5
yfiF	U00096.3	2717491	2718528	-	1038	25	20	14	25	16	14	12	16	26
trxC	U00096.3	2718735	2719154	+	420	12	13	16	16	8	17	9	13	8
yfiP	U00096.3	2719223	2719921	+	699	1	0	4	1	2	2	1	2	0
patZ	U00096.3	2719953	2722613	+	2661	89	94	103	73	75	70	74	74	90
pssA	U00096.3	2722727	2724082	+	1356	99	106	116	108	83	91	107	88	102
yfiM	U00096.3	2724128	2724451	+	324	5	7	11	10	6	11	5	7	8
kgtP	U00096.3	2724448	2725746	-	1299	21	25	25	30	13	13	23	32	23
rrfG	U00096.3	2726069	2726188	-	120	0	4	0	1	0	0	0	0	3
rrlG	U00096.3	2726281	2729184	-	2904	805	782	778	810	441	546	430	359	442
gltW	U00096.3	2729369	2729444	-	76	1	0	0	0	0	0	0	0	0
rrsG	U00096.3	2729616	2731157	-	1542	225	196	221	207	145	181	141	168	193
clpB	U00096.3	2731600	2734173	-	2574	366	356	368	331	319	346	335	412	398
ryfD	U00096.3	2734153	2734295	-	143	136	147	152	143	124	142	140	140	147
pgeF	U00096.3	2734303	2735034	-	732	4	9	10	4	2	6	2	3	9
rluD	U00096.3	2735031	2736011	-	981	64	61	63	63	50	56	49	57	57
bamD	U00096.3	2736146	2736883	+	738	92	81	87	74	67	96	79	79	86
raiA	U00096.3	2737154	2737495	+	342	1555	1894	1892	1747	1389	1657	1537	1461	1384
pheL	U00096.3	2737599	2737646	+	48	2	1	1	0	2	2	1	3	4
pheA	U00096.3	2737745	2738905	+	1161	15	14	19	11	16	15	14	11	15
tyrA	U00096.3	2738948	2740069	-	1122	21	20	33	30	10	18	14	14	20
aroF	U00096.3	2740080	2741150	-	1071	2	5	11	7	4	2	4	6	1
yfiL	U00096.3	2741360	2741725	+	366	1	4	2	2	3	3	1	0	2
yfiR	U00096.3	2741875	2742393	+	519	7	12	9	8	6	2	5	8	2
dgcN	U00096.3	2742383	2743609	+	1227	8	3	8	6	5	5	2	6	6
yfiB	U00096.3	2743625	2744107	+	483	6	4	3	2	4	2	3	2	6
rplS	U00096.3	2744183	2744530	-	348	193	196	200	195	154	185	179	212	197
trmD	U00096.3	2744572	2745339	-	768	61	72	72	74	60	72	60	71	89
rimM	U00096.3	2745370	2745918	-	549	6	10	9	5	4	9	2	11	10
rpsP	U00096.3	2745937	2746185	-	249	152	147	148	158	127	137	129	143	139
ffh	U00096.3	2746434	2747795	-	1362	181	167	173	133	153	160	162	169	152
ypjD	U00096.3	2747962	2748753	+	792	3	4	4	4	2	4	4	4	6
yfjD	U00096.3	2748774	2750060	+	1287	8	20	17	17	5	14	8	9	16
grpE	U00096.3	2750115	2750708	-	594	361	396	397	387	340	315	358	373	395
nadK	U00096.3	2750831	2751709	+	879	20	34	25	26	18	26	29	29	26
recN	U00096.3	2751795	2753456	+	1662	105	90	80	101	44	69	52	52	40
bamE	U00096.3	2753605	2753946	+	342	80	78	100	73	60	68	65	88	66
yfjF	U00096.3	2754008	2754298	-	291	49	37	52	32	35	41	37	37	25
ratA	U00096.3	2754288	2754764	-	477	32	30	54	24	32	25	27	28	30
smpB	U00096.3	2754896	2755378	+	483	49	50	52	43	29	30	42	45	38
ssrA	U00096.3	2755593	2755955	+	363	181	276	200	218	110	183	131	116	87
intA	U00096.3	2756159	2757400	+	1242	15	12	12	7	9	15	10	15	10
yfjH	U00096.3	2757644	2758600	-	957	3	2	1	4	0	1	2	2	1
alpA	U00096.3	2758644	2758856	+	213	0	2	0	0	0	0	0	1	0
yfjI	U00096.3	2758985	2760394	+	1410	2	2	0	3	1	2	0	1	1
yfjJ	U00096.3	2760547	2761173	+	627	2	1	3	2	1	1	0	3	0
abpB	U00096.3	2761351	2763540	-	2190	36	40	46	38	28	44	31	44	38
abpA	U00096.3	2763537	2765153	-	1617	56	40	75	57	41	56	58	40	62
yfjM	U00096.3	2765513	2765776	-	264	1	1	5	3	0	1	0	3	1
rnlA	U00096.3	2765918	2766991	+	1074	103	130	118	125	84	105	78	100	79
rnlB	U00096.3	2766984	2767355	+	372	29	47	33	39	26	37	22	21	21
yfjP	U00096.3	2767710	2768573	+	864	7	6	3	12	4	5	2	4	2
yfjQ	U00096.3	2768665	2769486	+	822	2	3	4	6	2	1	0	3	3
yfjR	U00096.3	2769703	2770404	+	702	5	5	1	2	1	8	3	1	2
ypjK	U00096.3	2770445	2770681	+	237	3	1	2	2	2	2	4	2	2
yfjS	U00096.3	2770681	2771124	+	444	0	0	0	1	0	0	0	0	0
yfjT	U00096.3	2771148	2771615	+	468	0	1	0	1	0	2	0	0	0
yfjU	U00096.3	2771840	2772154	-	315	24	21	9	25	10	20	14	12	16
yfjW	U00096.3	2773318	2775021	+	1704	7	2	8	2	10	1	3	0	6
yfjX	U00096.3	2775919	2776377	+	459	2	0	0	1	0	1	0	0	1
yfjY	U00096.3	2776386	2776868	+	483	1	0	2	1	0	2	1	0	0
ypjJ	U00096.3	2776877	2777077	+	201	3	0	0	0	0	0	1	1	0
yfjZ	U00096.3	2777115	2777432	+	318	1	1	0	0	1	0	0	0	0
ypjF	U00096.3	2777453	2777782	+	330	2	3	2	1	0	2	1	1	3
ypjA	U00096.3	2778146	2782726	-	4581	20	21	11	23	15	11	17	6	4
ypjB	U00096.3	2783638	2784429	-	792	2	0	0	0	0	1	1	0	1
ypjC	U00096.3	2784529	2785011	-	483	0	0	2	1	0	1	0	0	0
ileY	U00096.3	2785762	2785837	-	76	0	1	0	0	0	0	0	0	0
csiD	U00096.3	2788985	2789962	+	978	4	7	6	5	3	2	4	3	4
lhgO	U00096.3	2789982	2791250	+	1269	19	20	18	20	17	13	17	24	23
gabD	U00096.3	2791273	2792721	+	1449	15	18	11	23	16	16	17	16	24
gabT	U00096.3	2792735	2794015	+	1281	0	0	1	3	1	0	1	1	1
gabP	U00096.3	2794253	2795653	+	1401	6	3	2	2	1	0	3	1	0
csiR	U00096.3	2795674	2796336	+	663	23	17	15	21	13	23	12	18	19
kbp	U00096.3	2796337	2796786	-	450	180	232	169	220	123	214	146	173	195
yqaE	U00096.3	2796870	2797028	-	159	17	22	32	26	11	23	7	13	17
ygaV	U00096.3	2797211	2797510	+	300	18	14	31	23	10	16	10	8	8
ygaP	U00096.3	2797520	2798044	+	525	6	1	1	4	0	0	2	3	0
stpA	U00096.3	2798091	2798495	-	405	1	3	3	4	1	5	3	2	0
alaE	U00096.3	2799164	2799613	+	450	184	315	187	210	60	183	95	104	89
ygaC	U00096.3	2799650	2799994	-	345	6	7	7	2	1	4	3	4	4
ygaM	U00096.3	2800146	2800475	+	330	20	16	18	13	7	18	13	12	11
nrdH	U00096.3	2800723	2800968	+	246	1	4	2	0	3	3	2	0	0
nrdI	U00096.3	2800965	2801375	+	411	0	0	1	0	0	1	0	0	1
nrdE	U00096.3	2801348	2803492	+	2145	6	3	5	3	6	6	6	3	1
nrdF	U00096.3	2803502	2804461	+	960	4	1	0	0	0	3	1	3	2
proV	U00096.3	2804815	2806017	+	1203	1	3	1	0	2	1	1	3	1
proW	U00096.3	2806010	2807074	+	1065	1	3	0	0	0	1	2	1	1
proX	U00096.3	2807132	2808124	+	993	3	2	1	1	1	4	0	3	1
ygaZ	U00096.3	2809617	2810354	+	738	0	3	2	2	1	4	0	0	2
ygaH	U00096.3	2810344	2810679	+	336	5	4	6	8	4	3	2	2	6
mprA	U00096.3	2810770	2811300	+	531	134	146	154	130	117	114	108	123	120
emrA	U00096.3	2811427	2812599	+	1173	4	7	5	7	4	7	6	4	5
emrB	U00096.3	2812616	2814154	+	1539	2	3	1	4	1	4	1	3	2
luxS	U00096.3	2814218	2814733	-	516	132	149	163	126	102	127	110	126	109
micA	U00096.3	2814802	2814873	+	72	35	17	20	19	16	19	14	15	25
gshA	U00096.3	2814883	2816439	-	1557	46	34	45	34	35	37	35	38	53
yqaA	U00096.3	2816512	2816940	-	429	9	6	3	3	3	3	5	3	3
yqaB	U00096.3	2816937	2817503	-	567	5	2	0	4	1	2	0	2	1
argQ	U00096.3	2817784	2817860	-	77	1	0	0	0	1	1	0	0	1
argZ	U00096.3	2818059	2818135	-	77	2	2	1	1	0	2	2	2	0
argY	U00096.3	2818198	2818274	-	77	0	0	2	3	0	1	0	1	0
argV	U00096.3	2818473	2818549	-	77	0	0	1	1	0	0	0	0	0
serV	U00096.3	2818553	2818645	-	93	0	0	0	0	0	0	0	0	0
csrA	U00096.3	2818961	2819146	-	186	129	168	148	143	78	132	93	110	77
alaS	U00096.3	2819381	2822011	-	2631	109	118	131	106	103	95	109	139	134
recX	U00096.3	2822139	2822639	-	501	2	3	4	5	2	5	1	2	2
recA	U00096.3	2822708	2823769	-	1062	282	365	335	325	168	275	169	180	180
pncC	U00096.3	2823849	2824346	-	498	11	10	13	17	4	8	11	11	10
mltB	U00096.3	2824491	2825576	-	1086	8	5	10	16	4	13	6	8	6
srlA	U00096.3	2825832	2826395	+	564	1	2	4	1	0	3	0	2	1
srlE	U00096.3	2826392	2827351	+	960	4	3	0	2	1	0	2	1	2
srlB	U00096.3	2827362	2827733	+	372	1	3	2	3	2	0	3	2	4
srlD	U00096.3	2827737	2828516	+	780	6	11	4	8	8	2	5	5	5
gutM	U00096.3	2828621	2828980	+	360	8	5	7	7	7	2	9	11	10
srlR	U00096.3	2829047	2829820	+	774	17	12	30	22	16	16	21	32	18
gutQ	U00096.3	2829813	2830778	+	966	6	2	8	9	4	4	4	3	5
norR	U00096.3	2830775	2832289	-	1515	9	2	5	4	2	3	1	0	4
norV	U00096.3	2832476	2833915	+	1440	3	5	7	3	1	5	5	7	6
norW	U00096.3	2833912	2835045	+	1134	5	1	2	3	2	7	2	3	2
hypF	U00096.3	2835173	2837425	-	2253	22	29	29	26	13	25	19	25	29
hydN	U00096.3	2837578	2838105	-	528	6	1	2	1	8	4	3	4	4
ascG	U00096.3	2838254	2839264	-	1011	3	5	8	4	2	4	2	6	3
ascF	U00096.3	2839524	2840981	+	1458	3	4	2	0	3	1	1	1	1
ascB	U00096.3	2840990	2842414	+	1425	29	25	24	31	13	17	14	13	20
hycI	U00096.3	2842573	2843043	-	471	35	39	40	34	36	33	30	37	42
hycH	U00096.3	2843036	2843446	-	411	34	39	39	33	29	35	38	36	46
hycG	U00096.3	2843443	2844210	-	768	3	2	3	1	3	4	0	2	3
hycF	U00096.3	2844210	2844752	-	543	1	1	1	3	1	2	0	2	4
hycE	U00096.3	2844762	2846471	-	1710	3	1	4	3	1	2	0	2	5
hycD	U00096.3	2846489	2847412	-	924	2	0	0	1	0	1	0	0	0
hycC	U00096.3	2847415	2849241	-	1827	1	2	4	3	2	3	5	3	0
hycB	U00096.3	2849238	2849849	-	612	0	1	0	0	0	0	5	1	0
hycA	U00096.3	2849974	2850435	-	462	1	0	1	1	1	2	1	0	2
hypA	U00096.3	2850647	2850997	+	351	45	44	57	55	52	51	55	47	46
hypB	U00096.3	2851001	2851873	+	873	62	61	74	67	58	65	70	65	62
hypC	U00096.3	2851864	2852136	+	273	15	18	15	17	13	11	7	9	19
hypD	U00096.3	2852136	2853257	+	1122	24	18	31	23	13	16	20	22	26
hypE	U00096.3	2853254	2854264	+	1011	31	34	28	34	21	31	26	28	31
fhlA	U00096.3	2854338	2856416	+	2079	21	20	27	25	24	22	19	19	29
ygbA	U00096.3	2856453	2856806	-	354	2	2	1	1	1	2	1	1	0
mutS	U00096.3	2857093	2859654	+	2562	43	27	42	35	16	30	37	36	34
pphB	U00096.3	2859760	2860416	+	657	2	0	3	5	1	0	0	2	1
ygbI	U00096.3	2860467	2861234	-	768	18	13	17	10	10	11	12	12	8
ygbJ	U00096.3	2861430	2862338	+	909	2	0	3	5	1	4	3	3	1
ygbK	U00096.3	2862335	2863501	+	1167	4	2	2	2	2	1	3	1	3
ygbL	U00096.3	2863593	2864231	+	639	1	0	2	1	1	2	0	0	0
ygbM	U00096.3	2864236	2865012	+	777	0	1	2	1	3	4	2	2	2
ygbN	U00096.3	2865101	2866465	+	1365	5	6	8	8	5	5	5	5	7
rpoS	U00096.3	2866559	2867551	-	993	289	246	329	280	205	260	228	253	274
nlpD	U00096.3	2867614	2868753	-	1140	61	75	96	76	49	55	50	60	65
pcm	U00096.3	2868893	2869519	-	627	11	18	23	13	7	12	14	14	12
umpG	U00096.3	2869513	2870274	-	762	19	32	26	18	10	12	24	28	19
truD	U00096.3	2870255	2871304	-	1050	25	23	19	25	11	22	29	28	23
ispF	U00096.3	2871301	2871780	-	480	18	12	17	12	10	17	17	18	24
ispD	U00096.3	2871780	2872490	-	711	13	11	12	13	13	11	11	8	13
ftsB	U00096.3	2872509	2872820	-	312	15	22	21	10	24	14	10	15	20
ygbE	U00096.3	2873014	2873337	-	324	0	3	2	2	1	1	1	1	1
cysC	U00096.3	2873387	2873992	-	606	3	8	3	7	3	5	7	1	8
cysN	U00096.3	2873992	2875419	-	1428	2	4	4	4	0	0	1	2	1
cysD	U00096.3	2875421	2876329	-	909	0	1	2	1	1	0	2	4	5
iap	U00096.3	2876581	2877618	+	1038	6	8	5	8	4	8	4	4	2
cas2	U00096.3	2878569	2878853	-	285	1	2	8	2	5	1	5	4	3
cas1	U00096.3	2878855	2879772	-	918	6	4	5	2	3	1	3	4	0
casE	U00096.3	2879788	2880387	-	600	1	2	2	2	0	0	1	1	1
casD	U00096.3	2880374	2881048	-	675	3	1	1	2	0	1	2	1	1
casC	U00096.3	2881051	2882142	-	1092	2	3	1	1	0	0	3	0	1
casB	U00096.3	2882155	2882637	-	483	0	0	0	1	0	0	0	0	0
casA	U00096.3	2882630	2884138	-	1509	2	0	0	2	1	0	1	1	0
cas3	U00096.3	2884553	2887219	-	2667	4	5	4	8	9	5	1	6	9
sokX	U00096.3	2887353	2887408	+	56	0	0	0	1	0	0	0	0	0
cysH	U00096.3	2887578	2888312	-	735	8	8	6	2	1	3	4	7	4
cysI	U00096.3	2888387	2890099	-	1713	3	2	5	5	9	3	1	1	3
cysJ	U00096.3	2890099	2891898	-	1800	7	6	5	6	5	4	3	3	1
queD	U00096.3	2892214	2892579	+	366	8	15	11	12	9	10	18	9	15
ygcN	U00096.3	2892657	2893928	+	1272	9	7	6	6	6	8	6	10	3
ygcO	U00096.3	2893919	2894179	+	261	0	1	0	2	1	1	0	1	2
ygcP	U00096.3	2894196	2894771	+	576	9	5	9	5	4	6	13	2	6
ygcQ	U00096.3	2894919	2895779	-	861	1	2	2	2	2	1	0	2	0
ygcR	U00096.3	2895776	2896555	-	780	1	1	3	0	0	1	2	2	1
ygcS	U00096.3	2896533	2897870	-	1338	1	4	3	3	1	1	1	2	1
ygcU	U00096.3	2897964	2899418	-	1455	5	18	5	15	7	12	4	10	9
ygcW	U00096.3	2899488	2900273	-	786	3	1	1	1	0	2	1	1	1
yqcE	U00096.3	2900592	2901869	+	1278	2	2	2	0	1	3	0	4	1
ygcE	U00096.3	2901896	2903374	+	1479	59	59	63	65	47	38	46	47	57
queE	U00096.3	2904747	2905418	-	672	26	20	26	13	9	12	11	15	10
yqcG	U00096.3	2905557	2905697	+	141	0	0	0	0	0	0	0	0	0
ygcG	U00096.3	2905711	2906583	+	873	0	2	1	0	0	1	0	0	1
eno	U00096.3	2906643	2907941	-	1299	189	212	216	214	173	191	190	171	202
pyrG	U00096.3	2908029	2909666	-	1638	87	98	71	73	62	68	57	65	69
mazG	U00096.3	2909894	2910685	-	792	10	3	4	1	1	2	2	3	4
mazF	U00096.3	2910756	2911091	-	336	7	6	6	6	3	7	7	6	4
mazE	U00096.3	2911091	2911339	-	249	5	5	5	4	5	7	7	3	5
relA	U00096.3	2911417	2913651	-	2235	37	23	29	34	19	20	20	23	23
rlmD	U00096.3	2913699	2915000	-	1302	37	36	36	38	22	32	26	39	47
barA	U00096.3	2915057	2917813	+	2757	8	13	11	9	3	11	7	8	10
gudD	U00096.3	2918045	2919385	-	1341	27	34	30	30	20	28	21	33	34
gudX	U00096.3	2919406	2920746	-	1341	9	16	17	14	11	13	9	19	18
gudP	U00096.3	2920748	2922100	-	1353	15	9	6	12	13	21	18	12	10
yqcA	U00096.3	2922535	2922984	-	450	3	3	1	1	2	2	4	1	2
truC	U00096.3	2923002	2923784	-	783	4	3	3	3	2	3	4	3	3
yqcC	U00096.3	2923784	2924113	-	330	2	4	2	0	2	3	0	0	1
csrB	U00096.3	2924156	2924524	-	369	1	2	1	0	0	1	0	0	0
syd	U00096.3	2924735	2925280	-	546	11	9	15	14	11	11	5	11	11
queF	U00096.3	2925348	2926196	+	849	24	15	14	19	18	11	14	9	21
ppnN	U00096.3	2926308	2927672	+	1365	40	31	45	35	28	20	30	34	41
sdaC	U00096.3	2928229	2929518	+	1290	33	22	32	33	31	33	31	46	37
sdaB	U00096.3	2929576	2930943	+	1368	110	87	114	90	110	105	117	111	122
ygdG	U00096.3	2931055	2931810	+	756	7	7	5	9	4	5	4	4	10
fucO	U00096.3	2931865	2933013	-	1149	39	28	44	34	39	40	28	26	31
fucA	U00096.3	2933041	2933688	-	648	11	14	12	13	11	22	12	5	16
fucP	U00096.3	2934235	2935551	+	1317	3	4	2	2	2	2	0	6	5
fucI	U00096.3	2935584	2937359	+	1776	1	9	7	9	1	8	2	4	1
fucK	U00096.3	2937468	2938886	+	1419	23	11	16	12	12	8	20	8	14
fucU	U00096.3	2938888	2939310	+	423	9	4	7	3	2	5	7	5	6
fucR	U00096.3	2939368	2940099	+	732	34	49	58	45	45	38	51	62	69
rlmM	U00096.3	2940143	2941243	-	1101	14	18	15	23	7	25	12	19	13
ygdD	U00096.3	2941236	2941631	-	396	0	0	0	3	0	4	0	0	0
gcvA	U00096.3	2941650	2942567	-	918	17	24	21	18	8	21	10	7	20
gcvB	U00096.3	2942696	2942900	+	205	97	78	114	96	71	82	67	82	89
ygdI	U00096.3	2942918	2943145	-	228	20	37	30	30	22	27	15	16	31
csdA	U00096.3	2943337	2944542	+	1206	23	21	19	31	20	19	20	24	29
csdE	U00096.3	2944542	2944985	+	444	18	16	25	24	22	15	16	18	29
tcdA	U00096.3	2945036	2945842	-	807	17	16	23	9	6	14	12	19	15
mltA	U00096.3	2946081	2947178	-	1098	11	22	10	14	9	18	7	15	12
metZ	U00096.3	2947387	2947463	+	77	0	1	0	0	0	0	0	0	0
metW	U00096.3	2947497	2947573	+	77	0	0	0	0	0	0	1	0	0
metV	U00096.3	2947607	2947683	+	77	1	0	0	0	0	0	0	0	0
amiC	U00096.3	2947757	2949010	-	1254	10	7	10	8	6	6	5	6	9
argA	U00096.3	2949242	2950573	+	1332	3	8	12	5	5	4	11	3	10
recD	U00096.3	2950635	2952461	-	1827	15	8	23	14	19	21	11	17	17
recB	U00096.3	2952461	2956003	-	3543	68	60	70	57	50	60	69	70	71
ptrA	U00096.3	2955996	2958884	-	2889	54	43	68	53	46	45	67	55	68
recC	U00096.3	2959060	2962428	-	3369	10	18	11	15	3	7	7	16	10
ppdC	U00096.3	2962441	2962764	-	324	1	3	0	1	1	1	0	0	0
ygdB	U00096.3	2962749	2963156	-	408	0	1	0	0	0	0	0	0	0
ppdB	U00096.3	2963153	2963716	-	564	0	2	1	2	0	0	0	1	1
ppdA	U00096.3	2963707	2964177	-	471	0	0	1	0	1	2	0	0	2
thyA	U00096.3	2964361	2965155	-	795	19	29	24	26	19	38	20	29	17
lgt	U00096.3	2965162	2966037	-	876	20	14	12	14	15	21	17	15	20
ptsP	U00096.3	2966188	2968434	-	2247	24	32	26	27	28	23	40	30	43
rppH	U00096.3	2968447	2968977	-	531	24	33	33	32	42	30	36	33	34
ygdT	U00096.3	2969330	2969476	-	147	0	0	0	0	0	1	0	0	0
mutH	U00096.3	2969662	2970351	+	690	0	2	1	2	0	0	0	3	1
ygdQ	U00096.3	2970420	2971133	+	714	7	17	10	12	10	4	6	9	4
ygdR	U00096.3	2971271	2971489	+	219	57	61	73	59	28	49	26	32	22
tas	U00096.3	2971597	2972637	+	1041	205	225	213	239	147	217	176	190	201
