Name	Direction	TU_start	TU_end	Genes
yqeIJ	+	2988344.0	2989786.0	yqeJ,yqeI
proL	+	2286207.0	2286331.0	proL
ydhM	+	1726023.0	1726622.0	nemR
pssLA	+	2722668.0	2724082.0	pssL,pssA
araBAD	-	65800.0	70075.0	araD,araA,araB
yncK	-	1503218.0	1503649.0	yncK
zinT	+	2041346.0	2042025.0	zinT
nadAp // pnuC // nadA	+	782061.0	783885.0	pnuC,nadA
insH-2	-	574737.0	575774.0	insH2
ahpF	+	639002.0	641318.0	ahpF
erpA	+	176561.0	176954.0	erpA
kdgT	+	4101690.0	4102673.0	kdgT
nemRA-gloA	+	1726021.0	1728244.0	gloA,nemA,nemR
yijF	-	4137040.0	4137864.0	yijF
yfbM	+	2386934.0	2387437.0	yfbM
cycA	+	4429780.0	4431276.0	cycA
zupT	+	3182433.0	3183323.0	zupT
dhaKLM	-	1247696.0	1250944.0	dhaM,dhaL,dhaK
ftsYEX	-	3601028.0	3604243.0	ftsX,ftsE,ftsY
sroA	-	75516.0	75608.0	sroA
rlmG	-	3234739.0	3235892.0	rlmG
ymfH-xisE-intE	-	1199679.0	1201380.0	ymfH,xisE,intE
ynjF	-	1840783.0	1841432.0	ynjF
gltP	+	4294268.0	4295794.0	gltP
msrB	-	1862016.0	1862464.0	msrB
mdtABCD-baeSR	+	2153979.0	2164998.0	baeR,baeS,mdtD,mdtC,mdtB,mdtA
gntU	-	3575688.0	3577085.0	gntU
yjdF	-	4344929.0	4345558.0	yjdF
yieP-hsrA	-	3939185.0	3941327.0	yieP,hsrA
yjeT	+	4404386.0	4404583.0	yjeT
yoeJ	-	2079427.0	2079477.0	yoeJ
b4247	+	4472513.0	4472845.0	b4247
ryfB	-	2700059.0	2700377.0	ryfB
b2651	+	2785221.0	2785352.0	b2651
ykiB	-	389897.0	390115.0	ykiB
b0105	-	114407.0	114514.0	b0105
b1425	-	1498432.0	1498635.0	b1425
b1354	+	1419168.0	1419344.0	b1354
b3254	-	3404516.0	3404617.0	b3254
yliL	+	852671.0	852940.0	yliL
b2653	-	2785800.0	2785973.0	b2653
ybfK	+	720583.0	720840.0	ybfK
b2191	+	2288905.0	2289027.0	b2191
b1437	-	1509250.0	1509447.0	b1437
b0017	-	15869.0	16177.0	b0017
yjgW	+	4499599.0	4499934.0	yjgW
b3975	-	4175213.0	4175368.0	b3975
ycdF	+	1067918.0	1068148.0	ycdF
b3004	+	3150722.0	3150967.0	b3004
b0609	+	643407.0	643868.0	b0609
ybhU	-	813114.0	813251.0	ybhU
b2596	+	2736913.0	2737119.0	b2596
b0309	-	324408.0	324620.0	b0309
fruL	+	87860.0	87946.0	fruL
b1903	+	1987444.0	1987782.0	b1903
b1367	+	1426055.0	1426288.0	b1367
ykfO	+	234288.0	234320.0	ykfO
ynfQ	-	1638256.0	1638444.0	ynfQ
yshB	-	4053647.0	4053757.0	yshB
ascrp	-	3485953.0	3486231.0	ascrp
yoaK	+	1878773.0	1878871.0	yoaK
yqiD	-	3183381.0	3183551.0	yqiD
ymgK	-	1212260.0	1212304.0	ymgK
ytgB	+	4486043.0	4486099.0	ytgB
ykiD	+	408947.0	409030.0	ykiD
yriA	-	3640612.0	3640686.0	yriA
yncP	+	1491876.0	1491944.0	yncP
yddY	-	1567178.0	1567219.0	yddY
ynaL	+	1409308.0	1409481.0	ynaL
yhgO	-	3573660.0	3573701.0	yhgO
ytcA	-	4304128.0	4304403.0	ytcA
ybjH	-	884946.0	885230.0	ybjH
ythB	+	4536597.0	4536695.0	ythB
yqgH	-	3109317.0	3109400.0	yqgH
yrhD	+	3584404.0	3584559.0	yrhD
ysaC	-	3750813.0	3750914.0	ysaC
ykfN	-	263150.0	263212.0	ykfN
psaA	+	2777972.0	2777985.0	psaA
ypeD	-	2512687.0	2512776.0	ypeD
pmrR	+	4332116.0	4332205.0	pmrR
yjhY	-	4532050.0	4532310.0	yjhY
pawZ	+	2476584.0	2476598.0	pawZ
yibU	+	3769948.0	3770146.0	yibU
ykfK	-	266776.0	266967.0	ykfK
ysaD	+	3750918.0	3751109.0	ysaD
ykgP	-	313716.0	313805.0	ykgP
yrdE	+	3404638.0	3405031.0	yrdE
kilS	-	1418405.0	1418502.0	kilS
ymgN	+	1227368.0	1227427.0	ymgN
ylbI	+	529497.0	529592.0	ylbI
yeeH	-	2066068.0	2066154.0	yeeH
yjhZ	-	4534430.0	4534675.0	yjhZ
yoeD	-	2078549.0	2078677.0	yoeD
yicT	+	3836425.0	3836556.0	yicT
ykgQ	+	317439.0	317567.0	ykgQ
yidC	+	3885076.0	3886722.0	yidC
ytiE	-	4568692.0	4568727.0	ytiE
rng	-	3396326.0	3397795.0	rng
ydgU	+	1671777.0	1671860.0	ydgU
yhdE	-	3397785.0	3398378.0	yhdE
yibW	+	3768892.0	3769256.0	yibW
ykfL	-	266553.0	266774.0	ykfL
yibS	+	3768639.0	3768890.0	yibS
sokA	+	3722077.0	3722111.0	sokA
ybfI	-	716721.0	716870.0	ybfI
ttcC	-	1434958.0	1435008.0	ttcC
yrdF	+	3404495.0	3404637.0	yrdF
yoeH	-	2068261.0	2068419.0	yoeH
cydH	-	1737456.0	1737545.0	cydH
yjdQ	-	4362191.0	4362353.0	yjdQ
ypjI	+	2775545.0	2775816.0	ypjI
dbpA	+	1409338.0	1410884.0	dbpA
ypdK	+	2496921.0	2496992.0	ypdK
insH21	+	1299567.0	1300547.0	insH21
yodE	-	2470497.0	2470643.0	yodE
ibsB	-	2153681.0	2153737.0	ibsB
ibsE	+	3195141.0	3195200.0	ibsE
insB9	-	257923.0	258426.0	insB9
ibsA	-	2153349.0	2153408.0	ibsA
ytjE	+	4640718.0	4640771.0	ytjE
ftsN	-	4122380.0	4123339.0	ftsN
insA9	-	258345.0	258620.0	insA9
eyeA	+	272580.0	272654.0	eyeA
ykfM	-	238257.0	238736.0	ykfM
allZ	+	533629.0	533863.0	allZ
zbiJ	-	837435.0	837531.0	zbiJ
ymcF	+	1051684.0	1051872.0	ymcF
ysdD	+	3884026.0	3884106.0	ysdD
ymgL	-	1212540.0	1212650.0	ymgL
yojO	+	2303606.0	2303770.0	yojO
yibY	-	3798039.0	3798149.0	yibY
ymgI	-	1222990.0	1223163.0	ymgI
yriB	-	3640643.0	3640696.0	yriB
ynfS	+	1642122.0	1642211.0	ynfS
timR	-	2653356.0	2653455.0	timR
yobI	-	1946115.0	1946180.0	yobI
yoaJ	+	1878874.0	1878948.0	yoaJ
yhgP	-	3573679.0	3573708.0	yhgP
yahV	+	331802.0	331876.0	yahV
ythA	+	4506448.0	4506573.0	ythA
ybiE	+	837503.0	837562.0	ybiE
ynaM	-	1434293.0	1434406.0	ynaM
yacM	+	113244.0	113288.0	yacM
yibV	+	3769345.0	3769680.0	yibV
yadX	+	175048.0	175095.0	yadX
ymgM	+	1240260.0	1240463.0	ymgM
ypaB	-	2344594.0	2344737.0	ypaB
yicU	-	3838642.0	3838701.0	yicU
yqhI	-	3147597.0	3147740.0	yqhI
ymgJ	+	1223264.0	1223449.0	ymgJ
ytcB	+	4287611.0	4287667.0	ytcB
ysaE	+	3720400.0	3720471.0	ysaE
yoeI	-	2087052.0	2087114.0	yoeI
yecU	+	1995655.0	1995831.0	yecU
yldA	-	643330.0	643419.0	yldA
yhiY	-	3630665.0	3630778.0	yhiY
ynaN	+	1407989.0	1408036.0	ynaN
yqeL	-	2989819.0	2989899.0	yqeL
ybgU	-	754674.0	754781.0	ybgU
yibX	-	3797772.0	3798014.0	yibX
yljB	+	922740.0	922814.0	yljB
yadW	+	176552.0	176617.0	yadW
ykiE	+	4518372.0	4518440.0	ykiE
ytiB	-	391592.0	391648.0	ytiB
ygdT	-	2969330.0	2969476.0	ygdT
