Geneid	Chr	Start	End	Strand	Length	Starch_S232	Starch_S235	Fat_S238	Starch_S233	Fat_S237	Starch_S231	Fat_S239	Fat_S236	Fat_S240
sgrST-setA	U00096.3	77367	78799	+	1433	19	24	12	15.50	7	18	13.50	9	8
shiA	U00096.3	2053566	2054959	+	1394	2	2	8	3	1	7	3	5	3
shoB	U00096.3	2700117	2700291	-	175	3.50	6.50	6	4.50	4.50	2.50	2	1.50	6
sibA	U00096.3	2153311	2153454	+	144	0	0	0	1	0	0	0	0	1
sibB	U00096.3	2153646	2153781	+	136	1.50	4	1.50	4	2.50	3.50	3	2.50	2
sibC	U00096.3	3056851	3056991	+	141	51	66.50	55	58	43	55	45.50	52	51.50
sibD	U00096.3	3194721	3194865	-	145	26.50	27	31	26	13.50	22	18.50	14	17.50
sibE	U00096.3	3195097	3195240	-	144	36.50	45	40.50	39.50	30	32	31	27.50	41
sieB	U00096.3	1418671	1419159	+	489	0	2	4	3	0	1	1	0	3
sixA	U00096.3	2456327	2456999	-	673	113	181.50	141.50	150	81	165.50	104.50	130	110
slp-dctR	U00096.3	3653936	3655213	+	1278	25	47	36	36	38	29	38	32	28
slt	U00096.3	4630700	4632670	+	1971	51	43	47	39	23	48	32	39	33
slyA	U00096.3	1720390	1721014	-	625	80.50	66.50	82.50	75.50	48.50	65	63	68.50	59.50
slyB	U00096.3	1719748	1720343	+	596	133	138	126	145	83	121	79	104	110
slyD	U00096.3	3477907	3478699	-	793	65	68	77	62.50	50	53	42.50	71	54
slyX	U00096.3	3477431	3477858	+	428	21.50	18.50	26	20.50	19.50	18.50	20	20	19.50
smf	U00096.3	3432436	3433686	-	1251	48.50	48	54.50	49.50	34.50	57.50	45.50	45	42
smg	U00096.3	3431991	3432464	-	474	245.50	235.50	302	244	176	235	193.50	216.50	205.50
smpB	U00096.3	2754767	2755378	+	612	51	56	53	44	29	30	44	45	39.50
smrB	U00096.3	2448436	2449157	+	722	7.50	7.50	7.50	8	7	9.50	13	7	10
smtA-mukFEB	U00096.3	973404	980786	+	7383	125.50	88.50	143.50	125	100	118	99	113.50	118.50
sodA	U00096.3	4100759	4101522	+	764	1	0	2	3	1	4	1	0	1
sodB	U00096.3	1735323	1736114	+	792	127	123	142	106	95	113	99	121	123
sodC	U00096.3	1724134	1724679	-	546	13	8	9	8	8	10	11	6	10.50
sohA-yhaV	U00096.3	3276972	3277801	+	830	41	61	47	37	27	38	38	24	39
sohB	U00096.3	1329284	1330381	+	1098	15	15	23	18	12	17	17	21	14
sokB	U00096.3	1492119	1492175	+	57	0.50	1.50	0	1	0.50	0.50	0.50	0.50	0
sokC	U00096.3	16952	17010	+	59	4	0	3	0	2	1	2	2	2
sokX	U00096.3	2887353	2887411	+	59	0	0	0	1	0	0	0	0	0
solA-yceO	U00096.3	1119307	1120609	-	1303	8	4	10	6	4	4	7	8	9
soxR	U00096.3	4277447	4277957	+	511	2	6	4	6.50	3	10.50	4	6.50	3
soxS	U00096.3	4277060	4277423	-	364	6	13	5	12	9	6	5	3	4
speAB	U00096.3	3082877	3086048	-	3172	80	85	76	84	54	75	58.50	62	64.50
speB	U00096.3	3082877	3083946	-	1070	26.50	35.50	24	32	21	26	16	19	16
speC	U00096.3	3107020	3109175	-	2156	9	11	2	9	6	10	3	6	4
speD	U00096.3	134756	135717	-	962	6	7.00	5.50	5.83	4.33	9	1.50	4.17	6.17
speE	U00096.3	135598	136504	-	907	2	3.50	1	2.83	1.83	1.50	2	1.67	1.17
speF-potE	U00096.3	716946	720822	-	3877	14	17.50	16	18	16	10	13	18	12
spf	U00096.3	4049899	4050016	+	118	5	2	2	4	4	4	3	4	4
sppA	U00096.3	1848711	1850738	+	2028	24	13	19	14	11	23	12	20	15
spy	U00096.3	1825057	1825688	-	632	16	13	21	14	17	14	15	16	11
sra	U00096.3	1555826	1556046	-	221	33	36.50	32.50	37.50	25	33	32	25.50	27
sraA	U00096.3	458728	458784	-	57	0.33	0.33	0.67	0.67	0	0.33	0.33	0.33	1.17
sraB	U00096.3	1146589	1146757	+	169	43.00	36.50	44.00	48.17	32.83	31.83	36.17	45.00	40.00
sraG	U00096.3	3311183	3311398	+	216	4.75	7.50	5.33	5.25	5.75	6.50	5.50	6.25	4.75
srkA-dsbA	U00096.3	4042391	4044044	+	1654	58.33	62.50	59.33	54	51	59.33	59.50	67	62.50
srlAEBD-gutM-srlR-gutQ	U00096.3	2825791	2830778	+	4988	32	33	37.50	35.50	24.50	20	27.50	38	28
srlR	U00096.3	2828860	2829820	+	961	17	13	21.50	18.50	12.50	13	18.50	27	16.50
srmB	U00096.3	2712876	2714230	+	1355	71	64	79	77	59	75	73	66	77
sroA	U00096.3	75516	75608	-	93	0.50	0	0	0	0	0	0	0	0
sroG-ribB	U00096.3	3183813	3184718	-	906	80	95	114	82	56	86	77	94	90
sroH	U00096.3	4190327	4190487	-	161	74	74	95	76	48	63	51	65	65
ssb	U00096.3	4274011	4274661	+	651	152	141	146	155	112	137	108	117	117
sseA	U00096.3	2652391	2653339	+	949	31	25	29	35	22	25	16.50	31.50	38
sseB	U00096.3	2654157	2654933	-	777	28	25	29	20	16	35	20	25	29
ssnA	U00096.3	3018950	3020522	+	1573	38.50	35.50	33	29.50	31.50	25.50	26.50	30.50	35
sspAB	U00096.3	3376249	3377569	-	1321	89	77	101	76	64	74	81	77	103
ssrA	U00096.3	2755586	2755955	+	370	181	276	200	218	110	183	131	116	87
ssrS	U00096.3	3055759	3056283	+	525	111.50	135.00	134.67	128.50	103.83	110.33	115.50	106.17	108.83
ssrS-ygfA	U00096.3	3055759	3056789	+	1031	113.50	142.00	136.67	130.50	105.83	115.33	118.50	110.17	110.83
sstT	U00096.3	3239863	3241188	+	1326	2	1	9	5	0	5	1	1	5
ssuEADCB	U00096.3	993277	997563	-	4287	4	6	6	7	0	1	10	5	3
stfE-tfaE	U00096.3	1208517	1209655	-	1139	1	0	0	3	0	3	0	0	2
stfR-tfaR	U00096.3	1428796	1432986	+	4191	5.33	4	7	3	1	5.50	1	2	2.50
stfZ	U00096.3	104948	105499	-	552	6.14	5.43	7.57	4.71	5.00	5.29	5.14	5.71	5.86
sthA	U00096.3	4159390	4160802	-	1413	34.50	32	42.50	37	27	32.50	31	29	27
stpA	U00096.3	2798091	2798578	-	488	1	4	3	4	1	5	3	2	1
sucAB	U00096.3	758586	762966	+	4381	16.33	13.67	20.33	14.67	11.67	14.33	13.00	12.00	13.00
sucABCD-sdhX	U00096.3	758586	765150	+	6565	50.50	57.17	70.67	56.17	40.00	51.50	50.67	52.00	54.00
sufABCDSE	U00096.3	1758874	1764418	-	5545	44	48	36	39	43	55	45	30	38
sugE	U00096.3	4376794	4377192	+	399	7.50	3.50	11	5	3	2	3.50	4	5.50
suhB	U00096.3	2663442	2664245	+	804	5	3	4.50	4	4	2	1	4	3
sulA	U00096.3	1020410	1020947	-	538	40	39	23	36	21	28	29	23	18
surA-pdxA-rsmA-apaGH	U00096.3	50380	54732	-	4353	58.77	75.73	69.95	73.83	53.33	67.40	58.32	67.97	72.22
sutR	U00096.3	1506150	1506708	+	559	1	1	3	2	0	6	1	0	0
syd	U00096.3	2924735	2925369	-	635	11.50	9	15.50	14	11	11	5.50	11	11
symE	U00096.3	4579499	4579917	-	419	2.50	3	0	1	2	0	1	1.50	1
symR	U00096.3	4579835	4579911	+	77	0.50	1	0	0	1	0	0	0.50	1
tabA	U00096.3	4474783	4475314	+	532	1	8	5	3	3	5	5	3	3
tag-yiaC	U00096.3	3713092	3714092	+	1001	3	6	3	3	2	9.50	4	2	4.50
talA	U00096.3	2578608	2579616	+	1009	9.83	10	8.83	8.33	8.33	12.00	8	10	11.83
talA-tktB	U00096.3	2578570	2581639	+	3070	27.33	22.50	24.33	25.83	19.83	22.50	28	17.50	23.33
talB	U00096.3	8191	9226	+	1036	139	164	187	159	164	145	148	165	172
tam	U00096.3	1607221	1608104	+	884	2.50	1.50	1	2	1.50	7.50	0.50	2.83	3
tamAB-ytfP	U00096.3	4442270	4448235	+	5966	106	108.50	93.50	96.50	85	91	96.50	85	92.50
tapT-patZ	U00096.3	2719223	2722613	+	3391	45.50	47	55.50	36.50	39.50	37	38	39	45
tar-tap-cheRBYZ	U00096.3	1966393	1972716	-	6324	18	22	16	12	6	22	9	9	14
tas	U00096.3	2971569	2972637	+	1069	205	225	213	239	147	217	176	190	201
tatABC	U00096.3	4021909	4024336	+	2428	42.33	37	38	30.50	25.50	36.17	34.50	28.33	29.83
tatD	U00096.3	4023554	4024336	+	783	2.33	1	3	1	1.50	1.17	1.50	0.83	1.83
tatE	U00096.3	658871	659150	+	280	36	43	44	47	38	33	28	39	41
tauABC	U00096.3	385205	387798	+	2594	1.50	0.50	2	0.50	0	0	0.50	0.50	0.50
tauABCD	U00096.3	385205	388646	+	3442	4.50	3.50	4	0.50	0	0	0.50	1.50	1.50
tcdA	U00096.3	2945036	2945842	-	807	17	16	23	9	6	14	12	19	15
tcyJ	U00096.3	1999541	2000410	-	870	53	63	59.50	68.50	43	56.50	42.33	36	41.50
tcyP	U00096.3	1810882	1812325	+	1444	6	4	7	4	3	7	5	5	3
tdcABCDEFG	U00096.3	3258285	3267093	-	8809	173.50	169	225.50	216.50	126	172.50	136.50	147	156.50
tdcBCDEFG	U00096.3	3258285	3266058	-	7774	130.50	134	162.50	167.50	102	138.50	107.50	120	115.50
tdcR	U00096.3	3267221	3267598	+	378	0	0	0	0	0	2	0	1	0
tdk	U00096.3	1293493	1294144	+	652	3	4	3	2	3	0	0	4	4
tehAB	U00096.3	1500536	1502155	+	1620	19	28	36	37.50	24.50	26.50	25	22.50	18
tesA-ybbO	U00096.3	518340	519949	-	1610	24	18	15.50	11.50	15.50	13.50	19.50	23	13
tesB	U00096.3	474301	475201	-	901	9	4	7	9	9	5	5	9	5
tfaD	U00096.3	581534	582097	+	564	0	1	0	1	0	3	1	0	0
tfaS	U00096.3	2470803	2471105	+	303	48.50	39	26	37	22	31	13	18	18
tfaX	U00096.3	582875	583060	+	186	1	0	1	3	0	0	0	0	0
tgt-yajC	U00096.3	426055	427786	+	1732	14	16	22.50	15.50	15	16	24.50	11.50	20
thiCEFSGH	U00096.3	4190735	4196281	-	5547	8	11	9	8	6	10	10	5	6
thiI	U00096.3	441468	442997	+	1530	23	28	37	30	26	21	30	27	27
thiMD	U00096.3	2183716	2185451	-	1736	12	7	10.50	9	7	2	6	6	9
thrL	U00096.3	148	310	+	163	9.50	13	6.50	10	5	9	8	5	4
thrLABC	U00096.3	148	5086	+	4939	64.50	60.50	69.50	74	41.50	49	59	61	60.50
thrS-infC	U00096.3	1800035	1802733	-	2699	139.27	145.28	156.18	155.25	123.05	134.47	137.27	142.53	143.73
thrS-infC-rpmI-rplT-pheMST-ihfA	U00096.3	1795253	1802733	-	7481	428.68	453.34	488.23	462.88	367.76	431.46	404.54	425.69	420.28
thrU-tyrU-glyT-thrT-tufB	U00096.3	4175381	4177185	+	1805	392.50	365	440	390.50	320	355	343	409	418
thrW	U00096.3	262841	262946	+	106	6	4	8	3	3	9	6	2	1
thyA	U00096.3	2964320	2965254	-	935	8.67	12.67	10.00	10.83	8.83	17.33	8.50	12.67	8.67
tig	U00096.3	454993	456431	+	1439	66	83	93	84	72	68	62	82	94
tilS	U00096.3	212331	213629	+	1299	14	21	20	14	8	10	13	8	23
tisB	U00096.3	3853337	3853689	+	353	72	106	88	91	35	82	21	41	31
tktA	U00096.3	3079644	3081707	-	2064	73	81	70	63	58	49	66	76	78
tktB	U00096.3	2579308	2581639	+	2332	8.83	8.50	6.83	6.83	5.83	7.50	6	3.50	4.83
tldD	U00096.3	3390583	3392184	-	1602	26	27	16	35	17	26	22	25	22
tldE	U00096.3	4457945	4459311	+	1367	34	36.50	33	29.50	25	40.50	25.50	20.50	18.50
tnaAB	U00096.3	3888730	3891483	+	2754	63.50	77	55	71	35.50	69.50	40	44	44.50
tnaC	U00096.3	3888411	3888509	+	99	41	37	46	41.50	27.50	45	32	38	40.50
tnaCAB	U00096.3	3888411	3891483	+	3073	118.50	132	111	137.50	72	124.50	76	90	92
tolB-pal-ybgF	U00096.3	777537	780389	+	2853	356.50	374.50	414	390.50	332.50	363	345.50	343	340
tolC-ygiBC	U00096.3	3178004	3181581	+	3578	183	179	203	170	143	200	148	186	179
tomB-hha	U00096.3	480090	480794	-	705	121	54	93	78	53	49	53	33	45
tonB	U00096.3	1311054	1311846	+	793	7	7	11	5	9	10.50	6	10	10
topA	U00096.3	1330789	1333645	+	2857	91	84.50	78	83	72	99	84	91	113
topAI-yjhQ	U00096.3	4533239	4534053	-	815	87	100	106	91	72	84	72	87	90
torCAD	U00096.3	1058056	1062398	+	4343	15	19	10	13	11	12	18	13	9
torI	U00096.3	2476310	2476510	+	201	36	35	42	44	29	31	34	45	40
torR	U00096.3	1057262	1057984	-	723	5	4	8	2	5	5.50	11	3.50	4
torS	U00096.3	1053434	1056182	-	2749	3	7	6	4	5	13	7	9	2
torT	U00096.3	1056220	1057289	+	1070	6	2	3	5	3	3.50	2	2.50	4
torYZ	U00096.3	1954578	1958132	-	3555	19	18	19	15	14	28	14	11	12
tpiA	U00096.3	4110740	4111569	-	830	216	215	235	251	163	204	234	195	217
tpke11	U00096.3	14080	14167	+	88	75	102.50	76.50	87	77.50	75	71.50	79	69.50
tpke70	U00096.3	2496194	2496629	-	436	1	0.50	2.50	0	0.50	0	1.50	0	0.50
tppB	U00096.3	1712671	1714271	+	1601	47	65	73	65	70	65	56	63	63
tpx	U00096.3	1388305	1388844	-	540	64	65	70.50	61	41	61	50	48.50	62.50
tqsA	U00096.3	1673890	1674947	+	1058	2	2	4	3	1	2	2	3	1
treA	U00096.3	1245679	1247425	-	1747	7	11	8	4	4	7	4	4	4
treBC	U00096.3	4463054	4466210	-	3157	5	5	6	5	5	5	1	4	4
treF	U00096.3	3669551	3671241	+	1691	26	25	28	26	18	35	20	16	15
treR	U00096.3	4466284	4467347	-	1064	15	17	21	16	10.50	10.50	17.50	13	18.50
trg	U00096.3	1492439	1494110	+	1672	6	7	6	4	7	5	10	8	6
trhP	U00096.3	2165668	2167029	+	1362	25	34	31	29	29	30	27	28	22
trkA	U00096.3	3436488	3437894	+	1407	66.50	60.50	51	53.50	47	51.50	36	43	55.50
trkG	U00096.3	1423671	1425239	+	1569	7	8	3.50	7	1.50	5	3	3	3
trmA	U00096.3	4162137	4163295	-	1159	104	124	121	105	62	106	80	90	76
trmB-yggL	U00096.3	3101807	3102852	-	1046	23.50	38.50	21	42	29	31.50	33	32	32.50
trmC	U00096.3	2441764	2443770	+	2007	5	13	24	13	7	4	10	10	18
trmJ	U00096.3	2662583	2663323	-	741	83	82	96	90	50	86	59	79	84
trmL	U00096.3	3781215	3781688	+	474	12	4	7	4	5	5	5	6	11
trpCBA	U00096.3	1316416	1319944	-	3529	5	9	7	7	6	7.50	5.50	3.50	6
trpL	U00096.3	1322975	1323108	-	134	0.50	1	2	0	1.50	1	1	0	0
trpLEDCBA	U00096.3	1316383	1323108	-	6726	10.50	13	13	10	9.50	11.50	9.50	4.50	8
trpR	U00096.3	4632704	4633144	+	441	7	7	10	10	6	3	5	8	13
trpS	U00096.3	3512634	3513697	-	1064	9.00	10.00	12.20	10.40	8.80	11.20	10.80	9.60	9.60
trpt	U00096.3	3946957	3947032	+	76	0	0.50	0.50	0	0	0	0	0	0
truD	U00096.3	2870255	2871304	-	1050	17.50	16	13.50	18.50	6.50	14.50	21.50	19.50	15
trxA	U00096.3	3965647	3966136	+	490	214.33	196	234.50	215.33	148.67	202	173.33	203.50	164.33
trxB	U00096.3	931019	932078	-	1060	12.50	9.50	18	14	15.50	13	10.50	13	11
trxC	U00096.3	2718675	2719154	+	480	14	15	16	16	9	19	10	15	9
tsaB-yeaY	U00096.3	1889951	1891297	-	1347	60.50	43	54	44	37	50	37.50	29.50	33
tsaD	U00096.3	3209530	3210628	-	1099	5	8	11	8	4	7	9.33	11	3
tsaE-amiB-mutL-miaA-hfq-hflXKC	U00096.3	4395555	4404304	+	8750	79.35	78.38	86.93	81.28	69.20	76.47	67.73	85.58	83.08
tsgA	U00096.3	3492519	3493749	+	1231	1	4	7	4	4	2	0	1	1
tsr	U00096.3	4591412	4593312	+	1901	12	7	9	9	4	10	1	1	4
tsx	U00096.3	431096	432245	-	1150	242	228	275	236	224	214	249	246	232
ttcA	U00096.3	1411013	1411985	-	973	39	43	47	52	32.50	36	32	49	31
ttdABT	U00096.3	3206424	3209487	+	3064	2	1	2	2	0	3	2	2	1
ttdR	U00096.3	3205324	3206380	-	1057	3	3	4	2	3	0.50	2	2	2
tufA	U00096.3	3470145	3471724	-	1580	266.66	253.00	283.00	271.33	246.33	267.00	256.33	278.66	266.66
tus	U00096.3	1684173	1685188	+	1016	3	9.00	6.33	5.33	8	3.33	6.83	2.33	6.50
tusA	U00096.3	3608751	3609020	-	270	4	4	2	4	3	4	2	2	5
tusE	U00096.3	1030339	1030668	-	330	25.50	25	43.50	39	28	25.50	24.50	34.50	34
tynA	U00096.3	1449076	1451409	-	2334	3	6	4	3	2	5	4	1	5
tyrB	U00096.3	4267082	4268340	+	1259	11	8	7	5	3	5	6	6	3
tyrP	U00096.3	1989502	1990892	+	1391	2	5.50	4.50	5	2	4	2.50	1	5
tyrR	U00096.3	1386692	1388301	+	1610	13	12	14	8.50	7	8	10.50	9.50	10
tyrS-pdxY	U00096.3	1715026	1717283	-	2258	45.17	33.83	48.67	37.67	35.67	32.83	40.17	42.17	41.00
tyrTV-tpr	U00096.3	1287009	1287665	-	657	1	0	2	1	0	0.33	1.50	0	1
tyrV-tpr	U00096.3	1287009	1287358	-	350	0	0	1	0	0	0.33	0.50	0	0
uacT	U00096.3	3031367	3032815	+	1449	24	20	35.50	22	22	19	23.50	19.50	15.50
ubiCA	U00096.3	4252443	4253888	+	1446	17	21	17	17	10	17	17	18	16
ubiD	U00096.3	4024809	4026481	+	1673	42	42	63	50	25.50	47	26.50	41	48
ubiEJB	U00096.3	4018747	4021866	+	3120	55	60	90.50	62.50	57	52.50	49.50	56.50	59
ubiF	U00096.3	695101	696276	+	1176	19	17	12	24	7	10	20	9	15
ubiG	U00096.3	2339539	2340289	+	751	12	9	4	2	4	6	6	1	10
ubiK	U00096.3	3184840	3185130	+	291	8	7	12	7	5	2	1	5	4
ubiT-yhbS	U00096.3	3300255	3301368	-	1114	92.50	104.50	102.50	99.50	60	72.50	65.50	76.50	69
ubiUV	U00096.3	3301485	3303367	+	1883	120	112	119	134	70	114	88	72	94
ubiX	U00096.3	2428030	2428656	-	627	2	2.50	4.50	1.50	1.50	1.50	1.50	1.50	1.50
ucpA	U00096.3	2543832	2544671	-	840	29	38	53	40	39	37	34	33	34
udk-dcd	U00096.3	2141634	2142948	-	1315	52.83	42.50	44	41.33	41	44.50	34.50	42.17	29
udp	U00096.3	4016391	4017192	+	802	34	20	26	17	22	18	23	30	30
ugd	U00096.3	2098447	2099735	-	1289	4	8	7	4	3	10	1	5	4
ugpBAECQ	U00096.3	3587370	3592426	-	5057	37	39	41	34.50	36	29	33	19.50	31.50
uhpABC	U00096.3	3847305	3850726	-	3422	3.83	0.83	0.83	1.83	1.83	3.00	2.83	1.83	1.67
uhpB	U00096.3	3848634	3850294	-	1661	1.00	0.33	0.33	1.00	1.33	0.67	0.33	0	0
uhpT	U00096.3	3845776	3847198	-	1423	0	4	3	0	0	2	0	2	2
uidABC	U00096.3	1691586	1696152	-	4567	11	15	9	16	2	14	6	3	3
uidR	U00096.3	1696462	1697075	-	614	4	9	4	3	0	6	5	2	2
ulaABCDEF	U00096.3	4419927	4424386	+	4460	66	64	62	60	28	52	32	34	37
ulaG	U00096.3	4418561	4419675	-	1115	5	9	8	13	4.50	13	3	9	11
ulaR	U00096.3	4417698	4418562	-	865	11.50	19	17	15	11.50	20	18	13	21
umpG-pcm	U00096.3	2868893	2870686	-	1794	21.50	34	29.50	21	11.50	18	24.50	27.50	22
umpH	U00096.3	699574	700352	-	779	10.00	9.17	9.83	10.17	6.50	9.67	6.83	11.50	4
umuDC	U00096.3	1230738	1232454	+	1717	10	4	4	1	5	7	2	3	3
ung	U00096.3	2716738	2717443	+	706	7	5	7	2	1	3	5	7	5
uof-fur	U00096.3	710118	710829	-	712	51.90	52.23	55.20	50.00	38.00	46.37	44.33	51.00	59.03
upp-uraA	U00096.3	2618871	2620909	-	2039	54	74	76	58	54	63	73	64	66
uppS-cdsA	U00096.3	194784	196534	+	1751	13.83	17.42	19.33	14.33	13.00	12.58	19.50	17.75	21.33
usg-truA-dedA	U00096.3	2434082	2436890	-	2809	20	24	18.50	27	20	19.50	22.50	23	26
ushA	U00096.3	504886	506566	+	1681	23	26	29	36	12	15	18	16	20
uspA	U00096.3	3639983	3640591	+	609	77	79	102	72	70	63	58	82	77
uspB	U00096.3	3639385	3639848	-	464	118	170	136	159	103	135	119	115	126
uspC	U00096.3	1979658	1980181	+	524	5.67	6.00	9.33	3.67	5.33	6.67	6.33	5.33	6
uspE	U00096.3	1397672	1398659	-	988	439	452	479	422	394	427	430	446	472
uspF	U00096.3	1435185	1435641	-	457	105	149	118	142	97	158	92	91	92
uspG	U00096.3	641439	641903	-	465	82	114	103	112	58	81	80	74	71
uvrA	U00096.3	4271007	4273936	-	2930	64.50	67.50	67	71	58.50	48	55	57.50	64.50
uvrB	U00096.3	813152	815547	+	2396	63	87	65	74.50	47.50	74.50	62	68.50	71.50
uvrC	U00096.3	1992874	1994879	-	2006	28	23	26	21.83	24	29.50	25.50	26	25.50
uvrD	U00096.3	3997907	4000177	+	2271	16	14	14	15	11	12	5	13.50	17
uvrYC	U00096.3	1992874	1995406	-	2533	38	28	46	31.83	29	39.50	40.50	33	33.50
uxaB	U00096.3	1609229	1610737	-	1509	22	34	32	38	13	26	8	18	17
uxaCA	U00096.3	3241827	3244857	-	3031	110.50	138	68	145.50	38	152	48.50	79	65
uxuAB	U00096.3	4551518	4554361	+	2844	25	35	22	26	10	36	13	11	25
uxuR	U00096.3	4554458	4555349	+	892	49	47	54	51	49	57	69	54	50
valS	U00096.3	4480932	4483927	-	2996	114.67	97.50	114.33	97.50	87.17	100.33	106.00	85.83	116.50
valUXY-lysV	U00096.3	2520924	2521519	+	596	1.50	2	0	5	1	2.50	3	1	6
valVW	U00096.3	1746415	1746592	+	178	1	0	0	1	0	0	0	0	0
valZ-lysY	U00096.3	781068	781222	+	155	2	0	3	0	0	0	0	0	3
ves	U00096.3	1824362	1824984	-	623	7.50	12.50	4	5.50	4	9	2.50	4	9
waaA	U00096.3	3808256	3809817	+	1562	6.50	5.50	6.50	9	4	4.50	7	6	4.50
wbbIJK	U00096.3	2103391	2106057	-	2667	41	46.50	55	39.50	31.50	30	52.50	33	59
wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC	U00096.3	2118680	2132070	-	13391	18	13.50	20	12.50	9	20.50	10	9.50	9
wcaKLM	U00096.3	2114502	2118404	-	3903	7	8	11	5	4	3	4	4	5
wecH	U00096.3	3725887	3726882	+	996	1	2	1	1	2	3	1	1	3
wrbA-yccJ	U00096.3	1066864	1067758	-	895	623	831	575	787.50	468	815	623	502	388
wza-wzb-wzc-wcaAB	U00096.3	2132067	2137583	-	5517	5	7	8	7	2	5.50	6.50	4	1.50
wzbc	U00096.3	2133490	2137193	-	3704	2	1.50	2	2.50	1	4	1.50	2.50	1.50
wzzB	U00096.3	2097321	2098301	-	981	40	33	51	27	31	41	26	29	30
xanP	U00096.3	3828821	3830336	+	1516	4	5	8	6	8	7	2	5	2
xanQ-guaD-ghxQ	U00096.3	3024260	3028488	+	4229	54	48	75	44	46	53	40	66	52
xapAB	U00096.3	2522698	2524910	-	2213	3.50	2	3.50	2	0.50	5	3	1	0
xapB	U00096.3	2522698	2524375	-	1678	0.50	1	2.50	1	0.50	1	2	1	0
xapR	U00096.3	2521334	2522563	-	1230	6.50	6	7	5	7	8.50	4	5	9
xdhABC	U00096.3	3000257	3003968	+	3712	668	559	718	619	519	574	551	626	585
xerD	U00096.3	3038847	3039851	-	1005	9.25	8.08	8.17	6.33	4.92	7.58	7.17	4.42	7.75
xerD-dsbC-recJ	U00096.3	3036373	3039851	-	3479	69.75	62.58	64.67	56.67	47.08	56.25	58.83	57.42	57.92
xseA	U00096.3	2634197	2635602	+	1406	14	15.50	11	14	7	8	6	10	13
xseB-ispA-dxs-yajO	U00096.3	437161	441373	-	4213	133	135	178	130.50	105.50	138.50	126	123.50	132
xthA	U00096.3	1832399	1833234	+	836	8	6	10	8	7	8	3	6	12
xtpA	U00096.3	345252	345434	+	183	0	0	1	0	1	0.50	0.50	0	0
xylAB	U00096.3	3727917	3730807	-	2891	66	65	55	89	33	59	40	44	49
xylE	U00096.3	4240734	4242291	-	1558	1	2	3	2	0	1	0	1	2
xylFGHR	U00096.3	3731069	3736157	+	5089	16	26.50	17	15.50	11	13.50	13	9.50	9.50
xylR	U00096.3	3734906	3736157	+	1252	6	5.50	6	3.50	3	6.50	6	7.50	3.50
xynR	U00096.3	288404	289162	-	759	0	0.50	0.50	0.50	0	0	0	0	0.50
yaaA	U00096.3	5683	6587	-	905	18	11	14	18	9	15	11	15	7
yaaI	U00096.3	11382	11938	-	557	2	3	1.50	1.50	0	0.50	1.50	1	0
yaaJ	U00096.3	6529	8017	-	1489	4	2	2	5	6	2	2	5	4
yaaU	U00096.3	45592	47138	+	1547	4	4.50	3	3	0.50	2	0.50	3	3
yaaW	U00096.3	10643	11542	-	900	2.50	3.50	5.50	4	1	3	2	3	2.50
yaaX	U00096.3	5030	5530	+	501	12	10.50	17	12	7.50	7	6	9	11.50
yabI	U00096.3	71271	72115	+	845	10	23	20	10	6	24	18	15	14
yabPQ	U00096.3	58474	59279	+	806	56	54	49	56	49	49	41	53	55
yabR	U00096.3	85467	85511	-	45	0	0.50	0	0	0	0	0.50	0	0
yacC-speED	U00096.3	134756	136940	-	2185	12	10.50	11.50	13.33	6.83	12.50	6.50	7.17	8.67
yacG	U00096.3	111649	111876	-	228	5.50	2.50	7.50	3.50	2.50	4	4	6.50	4.50
yacH	U00096.3	129407	131466	-	2060	4	11	10.33	14	8	10	7	4	12
yacL	U00096.3	134339	134750	+	412	30	54	28	40	20	36	29	20	17
yadC	U00096.3	149715	150983	-	1269	4	3	5	4	2	5	1.50	0.50	1.50
yadD	U00096.3	146898	147870	+	973	2	4	5	2	2	0	2	4	2
yadE	U00096.3	144965	146310	+	1346	8	4	4.50	4.50	6.50	9.50	7.50	5	4.50
yadGH	U00096.3	142779	144472	+	1694	10	14	10	10	7	15	20	8	8
yadI	U00096.3	144577	145017	+	441	7	10	9.50	10	7.50	5.50	5.50	6	12.50
yadMLKC	U00096.3	149715	152812	-	3098	9	5	8	6	2	5	3.50	4.50	1.50
yadN	U00096.3	156299	156984	-	686	0	3	1	2	0	2	1	1	0
yadV-htrE	U00096.3	152829	156235	-	3407	10	11	10	6	8	12	4	5	6
yaeF	U00096.3	216179	217135	-	957	12	11	9	8	6.50	5.50	5	6.50	7.50
yaeH	U00096.3	183709	184095	-	387	85	73	74	62	48	70	53	64	76
yaeI	U00096.3	184257	185069	-	813	11	4	14	8	4	9	9	10	10
yaeP-rof	U00096.3	213678	214187	-	510	202	192	224	204	169	171	185	180	173
yaeQ-arfB-nlpE	U00096.3	214280	215979	+	1700	15	26	30	20	17	19	18	12	18
yaeR	U00096.3	211858	212266	+	409	3	1	3	2	1	4	2	0	5
yafC	U00096.3	229967	231083	-	1117	15	9	7.50	13.50	6	8	2.50	6.50	6
yafDE	U00096.3	231064	232549	+	1486	76.50	101	77.50	87	70	96	64.50	77.50	65
yafF	U00096.3	239190	239378	+	189	1	1	0	0	0	1	0	0	0
